u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bearing,layer_height,stroke_group,edge_interior_angle
24966952,24966959,0,122967030,True,,,Lindauergasse,residential,30,72.946,"LINESTRING (16.3295022 48.2105988, 16.3290905 48.2100817, 16.3290522 48.2100337, 16.3290408 48.2100193)",208.0,height 2,31,"{(24966947, 24966952, 0): 160.664, (24966959, 17312826, 0): 119.691, (26972253, 24966959, 0): 60.292, (33079251, 24966952, 0): 114.235, (33079252, 24966952, 0): 60.041999999999994}"
24966959,17312826,0,436724659,True,,,Thaliastraße,secondary,50,72.233,"LINESTRING (16.3290408 48.2100193, 16.3280906 48.2101643)",282.9,height 1,27,"{(17312826, 378642, 0): 179.919, (17312826, 33079252, 0): 62.113, (24966952, 24966959, 0): 119.691, (26972253, 24966959, 0): 179.983}"
24966975,33079206,0,9565616,True,,,Hubergasse,residential,30,55.126,"LINESTRING (16.3337573 48.212399, 16.3336442 48.212889)",351.3,height 2,26,"{(24966975, 33079201, 0): 99.105, (24966975, 221890042, 0): 102.35, (33079206, 264056211, 0): 177.94100000000003, (33079206, 33079202, 0): 83.584, (33079222, 24966975, 0): 158.816}"
24966975,33079201,0,60640442,True,,,Friedmanngasse,residential,30,93.20400000000001,"LINESTRING (16.3337573 48.212399, 16.3338793 48.2124073, 16.3350145 48.2124022)",89.8,height 1,32,"{(24966975, 33079206, 0): 99.105, (24966975, 221890042, 0): 175.461, (33079201, 33079202, 0): 104.928, (33079201, 33079209, 0): 179.726, (33079222, 24966975, 0): 102.079}"
24966975,221890042,0,64977654,True,,,Friedmanngasse,residential,30,151.128,"LINESTRING (16.3337573 48.212399, 16.3322353 48.2124162, 16.3320673 48.212408, 16.3319104 48.2123545, 16.3318513 48.212301, 16.3318081 48.2122618)",264.0,height 1,32,"{(24966975, 33079206, 0): 102.35, (24966975, 33079201, 0): 175.461, (33079222, 24966975, 0): 82.46000000000001, (33079222, 221890042, 0): 48.872, (221890042, 33079232, 0): 131.0}"
25267596,33079244,0,4583254,True,,,Fröbelgasse,residential,30,90.093,"LINESTRING (16.3318878 48.2095855, 16.3318961 48.2095963, 16.331937 48.2096497, 16.3324407 48.2103071)",27.0,height 2,33,"{(25276589, 25267596, 0): 118.908, (25276591, 33079244, 0): 73.63499999999999, (33079244, 25280480, 0): 179.97, (1991433240, 25267596, 0): 61.215}"
25267603,17312860,0,576889183,True,2,,Lerchenfelder Straße,secondary,50,98.995,"LINESTRING (16.3421754 48.2078263, 16.3425313 48.2077489, 16.3430014 48.2076507, 16.3430227 48.2076463, 16.3433517 48.2075765, 16.3434482 48.207556)",107.7,height 1,29,"{(25267608, 17312860, 0): 93.41900000000001, (31673327, 17312860, 0): 179.864, (33144363, 25267603, 0): 179.334}"
25267608,17312860,0,95410536,True,,,Albertgasse,residential,30,162.451,"LINESTRING (16.3438492 48.2089923, 16.3438331 48.2089348, 16.3434716 48.2076412, 16.3434533 48.2075745, 16.3434482 48.207556)",190.5,height 2,34,"{(25267603, 17312860, 0): 93.41900000000001, (31673327, 17312860, 0): 86.445, (33144360, 25267608, 0): 82.32900000000001, (314318424, 25267608, 0): 167.402}"
25267624,33183653,0,4997690,True,,,Fuhrmannsgasse,residential,30,118.793,"LINESTRING (16.3481702 48.2097299, 16.3481688 48.2097449, 16.3481652 48.2097826, 16.3480692 48.2107961)",356.4,height 2,35,"{(31259137, 25267624, 0): 104.363, (31673331, 25267624, 0): 85.67299999999999, (33183653, 3704365810, 0): 179.789, (33183653, 33183652, 0): 95.135}"
25276589,25267596,0,112630084,True,,,Thaliastraße,secondary,50,61.758,"LINESTRING (16.3310752 48.2097089, 16.3318878 48.2095855)",102.8,height 1,27,"{(25267596, 33079244, 0): 118.908, (25276591, 25276589, 0): 60.478, (26972253, 25276589, 0): 179.91799999999998, (1991433240, 25267596, 0): 179.87699999999998}"
25276591,25276589,0,"[4789264, 192640523]",True,,,Liebhartsgasse,residential,30,107.71600000000001,"LINESTRING (16.3317489 48.2105673, 16.3314005 48.2101234, 16.3311282 48.2097764, 16.331084 48.2097201, 16.3310752 48.2097089)",207.6,height 2,36,"{(25276589, 25267596, 0): 60.478, (25276591, 33079244, 0): 107.985, (25276592, 25276591, 0): 72.432, (26972253, 25276589, 0): 119.44}"
25276591,33079244,0,760734827,True,,,Bertoligasse,residential,30,58.867999999999995,"LINESTRING (16.3317489 48.2105673, 16.3320998 48.2104386, 16.3324407 48.2103071)",119.4,height 1,37,"{(25267596, 33079244, 0): 73.63499999999999, (25276591, 25276589, 0): 107.985, (25276592, 25276591, 0): 179.583, (33079244, 25280480, 0): 106.395}"
25276592,25276591,0,4986587,True,,,Grundsteingasse,residential,30,64.878,"LINESTRING (16.3310016 48.2108698, 16.331207 48.2107705, 16.3315316 48.2106488, 16.3317489 48.2105673)",121.3,height 1,37,"{(25276591, 25276589, 0): 72.432, (25276591, 33079244, 0): 179.583, (25276594, 25276592, 0): 104.653, (25280480, 25276592, 0): 145.71800000000002, (33079250, 25276592, 0): 164.50400000000002}"
25276594,25276592,0,172053733,True,,,Haberlgasse,residential,30,94.363,"LINESTRING (16.3311674 48.2117112, 16.3311644 48.2116958, 16.3311569 48.2116579, 16.3310016 48.2108698)",187.5,height 2,23,"{(25276592, 25276591, 0): 104.653, (25280480, 25276592, 0): 87.333, (33079223, 25276594, 0): 93.37899999999999, (33079232, 25276594, 0): 179.45099999999996, (33079250, 25276592, 0): 90.84299999999999, (264054984, 25276594, 0): 88.016}"
25276596,33242275,0,5004065,True,,,Baldiagasse,residential,30,113.11600000000001,"LINESTRING (16.3243013 48.2133556, 16.3243007 48.2133695, 16.3242984 48.2134259, 16.3242599 48.2143725)",358.4,height 2,24,"{(33242275, 33242116, 0): 179.832, (68228729, 33242275, 0): 90.279, (2285936782, 25276596, 0): 100.853}"
25280480,25280481,0,192640517,True,,,Grundsteingasse,residential,30,54.905,"LINESTRING (16.3326368 48.2105629, 16.3333456 48.210419)",106.9,height 1,30,"{(16614540, 25280481, 0): 83.2, (25280480, 25276592, 0): 179.196, (25280481, 33079223, 0): 91.478, (25280481, 378471, 0): 179.682, (33079244, 25280480, 0): 115.983}"
25280480,25276592,0,8086400,True,,,Grundsteingasse,residential,30,125.922,"LINESTRING (16.3326368 48.2105629, 16.3321852 48.210648, 16.3318398 48.2107208, 16.3312276 48.2108361, 16.3310016 48.2108698)",285.7,height 1,30,"{(25276592, 25276591, 0): 145.71800000000002, (25276594, 25276592, 0): 87.333, (25280480, 25280481, 0): 179.196, (33079244, 25280480, 0): 63.212999999999994, (33079250, 25276592, 0): 178.176}"
25280481,33079223,0,4583248,True,,,Kirchstetterngasse,residential,30,109.281,"LINESTRING (16.3333456 48.210419, 16.3335545 48.2113272, 16.3335652 48.2113761, 16.3335684 48.2113905)",8.7,height 2,26,"{(16614540, 25280481, 0): 174.678, (25280480, 25280481, 0): 91.478, (25280481, 378471, 0): 88.20400000000001, (33079223, 25276594, 0): 85.028, (33079223, 33079214, 0): 92.637, (33079223, 33079222, 0): 179.433}"
25280481,378471,0,192640517,True,,,Grundsteingasse,residential,30,405.639,"LINESTRING (16.3333456 48.210419, 16.3357117 48.2099523, 16.3384301 48.2094226, 16.3384827 48.2094123, 16.3385974 48.2093899)",106.4,height 1,30,"{(378471, 258358061, 0): 85.37599999999999, (16614540, 25280481, 0): 97.118, (25280480, 25280481, 0): 179.682, (25280481, 33079223, 0): 88.20400000000001, (33079214, 378471, 0): 86.735}"
25280482,33144572,0,227970772,True,,,Hildebrandgasse,residential,30,75.05499999999999,"LINESTRING (16.3386125 48.2231372, 16.3386266 48.2231546, 16.3390945 48.2237309)",28.4,height 2,38,"{(33143825, 25280482, 0): 178.958, (33143995, 25280482, 0): 107.41, (33144572, 33144566, 0): 114.888, (33144577, 33144572, 0): 77.941, (283324407, 25280482, 0): 70.999}"
25280685,392251,0,24939394,True,2,,Gentzgasse,secondary,30,108.211,"LINESTRING (16.3422994 48.2272183, 16.3423861 48.2271973, 16.3436724 48.226886)",110.0,height 1,17,"{(30696019, 25280685, 0): 174.983, (33344816, 392251, 0): 86.937, (33344817, 25280685, 0): 90.47, (33344821, 392251, 0): 177.949}"
25778306,2460734402,0,"[229742507, 515904271]",True,1,,Nussdorfer Straße,secondary,50,14.221,"LINESTRING (16.3533212 48.2221626, 16.3533434 48.222195, 16.3533619 48.222222, 16.3533865 48.2222578, 16.3534004 48.2222791)",24.4,height 2,17,"{(1370935901, 25778306, 0): 178.804, (2460734402, 1381612046, 0): 176.45600000000002, (2460734402, 2521182222, 0): 65.002, (2521182222, 25778306, 0): 73.922}"
26405238,33302007,0,5007891,True,1,,Lustkandlgasse,residential,30,56.607,"LINESTRING (16.3507849 48.224925, 16.3507979 48.2249715, 16.3509246 48.2254255)",10.5,height 2,39,"{(378727, 26405238, 0): 97.354, (26405238, 33345337, 0): 179.562, (26405238, 28982559, 0): 90.305, (33302007, 26405240, 0): 178.83499999999998, (33302019, 33302007, 0): 80.188}"
26405238,33345337,0,"[5010769, 192797029]",True,1,,Lustkandlgasse,living_street,,71.434,"LINESTRING (16.3507849 48.224925, 16.350632 48.2243615, 16.350612 48.224293)",190.3,height 2,39,"{(378727, 26405238, 0): 83.084, (26405238, 33302007, 0): 179.562, (26405238, 28982559, 0): 89.257, (28982561, 33345337, 0): 82.887, (33345337, 3963787755, 0): 177.13799999999998}"
26405238,28982559,0,190496602,True,2,,Fuchsthallergasse,secondary,50,67.884,"LINESTRING (16.3507849 48.224925, 16.3509293 48.2248838, 16.3516697 48.2247717)",104.6,height 1,8,"{(378727, 26405238, 0): 172.34099999999998, (26405238, 33302007, 0): 90.305, (26405238, 33345337, 0): 89.257, (28982559, 28982560, 0): 179.155, (28982563, 28982559, 0): 110.074}"
26405240,392847,0,"[8096008, 674746094]",True,"['2', '1']",,Sechsschimmelgasse,secondary,50,78.16300000000001,"LINESTRING (16.3510467 48.2259001, 16.3507023 48.2259362, 16.3501772 48.2259913, 16.3501376 48.2259955, 16.3500044 48.2260095)",279.0,height 1,17,"{(28982563, 26405240, 0): 172.10500000000002, (33302007, 26405240, 0): 81.556, (33302019, 392847, 0): 94.973, (260428787, 392847, 0): 179.463}"
26405245,256759894,0,4789272,True,,,Lacknergasse,residential,30,11.43,"LINESTRING (16.3281978 48.2186348, 16.3282126 48.2186853, 16.3282273 48.2187357)",11.0,height 2,40,"{(26405245, 256759895, 0): 86.80499999999999, (256759894, 6590910053, 0): 95.964, (256759894, 33144804, 0): 169.94600000000003, (256759895, 256759894, 0): 83.75800000000001, (2216530090, 26405245, 0): 86.866}"
26405245,256759895,0,689694715,True,,,Hernalser Hauptstraße,secondary,50,18.835,"LINESTRING (16.3281978 48.2186348, 16.3282325 48.2186267, 16.328265 48.2186223, 16.328329 48.2186171, 16.3284484 48.2186105)",98.3,height 1,19,"{(26405245, 256759894, 0): 86.80499999999999, (256759895, 33144909, 0): 84.661, (256759895, 256759894, 0): 144.911, (256759895, 247630175, 0): 167.558, (2216530090, 26405245, 0): 173.67100000000002}"
26405248,33144997,0,24939638,True,,,Leopold-Ernst-Gasse,residential,30,68.421,"LINESTRING (16.3309683 48.2233015, 16.3316878 48.2229157)",128.8,height 1,9,"{(26405248, 33144463, 0): 85.665, (33144747, 26405248, 0): 175.19500000000002, (33144755, 26405248, 0): 94.971, (33144997, 33144652, 0): 88.653, (33144997, 162796578, 0): 178.43400000000003}"
26405248,33144463,0,24939639,True,,,Lacknergasse,residential,30,105.815,"LINESTRING (16.3309683 48.2233015, 16.331527 48.2241773)",23.0,height 2,40,"{(26405248, 33144997, 0): 85.665, (33144463, 64970627, 0): 179.181, (33144463, 50655844, 0): 83.47, (33144747, 26405248, 0): 99.14, (33144755, 26405248, 0): 179.364, (292365649, 33144463, 0): 96.773}"
26972253,25276589,0,112630084,True,,,Thaliastraße,secondary,50,80.405,"LINESTRING (16.3300176 48.2098706, 16.330103 48.2098575, 16.3303486 48.2098203, 16.3310752 48.2097089)",102.9,height 1,27,"{(25276589, 25267596, 0): 179.91799999999998, (25276591, 25276589, 0): 119.44, (26972253, 24966959, 0): 179.906, (33079251, 26972253, 0): 62.694}"
26972253,24966959,0,436724659,True,,,Thaliastraße,secondary,50,74.246,"LINESTRING (16.3300176 48.2098706, 16.3299306 48.2098838, 16.3296318 48.2099293, 16.3290408 48.2100193)",282.9,height 1,27,"{(24966952, 24966959, 0): 60.292, (24966959, 17312826, 0): 179.983, (26972253, 25276589, 0): 179.906, (33079251, 26972253, 0): 117.4}"
27028195,378701,0,"[576889201, 576889198]",True,"['2', '3']",,Lazarettgasse,secondary,30,144.721,"LINESTRING (16.3481679 48.2174043, 16.3480248 48.217384, 16.3477016 48.2173795, 16.3474156 48.2173756, 16.3471385 48.2173936, 16.3468679 48.2174111, 16.3462268 48.2174711)",273.0,height 1,4,"{(27028195, 378720, 0): 176.74200000000002, (33182052, 27028195, 0): 83.754, (33182070, 378701, 0): 152.857, (33182073, 378701, 0): 95.291}"
27028195,378720,0,"[576889195, 576894339]",True,"['2', '3']",,Lazarettgasse,secondary,30,126.337,"LINESTRING (16.3481679 48.2174043, 16.3482657 48.2174239, 16.3487792 48.2175255, 16.3494019 48.217649, 16.3498011 48.2177309)",73.3,height 1,4,"{(27028195, 378701, 0): 176.74200000000002, (33182052, 27028195, 0): 103.16, (75605503, 378720, 0): 114.464, (359131237, 378720, 0): 165.541}"
27399706,25267594,0,28984254,True,,,Thaliastraße,secondary,50,75.83000000000001,"LINESTRING (16.3354337 48.2090425, 16.3355236 48.2090287, 16.3357271 48.2089976, 16.336431 48.2088897)",102.9,height 1,27,"{(27399706, 16614541, 0): 179.985, (258358062, 25267594, 0): 179.99}"
27399706,16614541,0,28984254,True,,,Thaliastraße,secondary,50,115.806,"LINESTRING (16.3354337 48.2090425, 16.3353264 48.209059, 16.3350948 48.2090946, 16.333911 48.2092769)",283.0,height 1,27,"{(16614541, 16614540, 0): 179.91, (27399706, 25267594, 0): 179.985}"
28982559,28982560,0,190496602,True,2,,Fuchsthallergasse,secondary,50,65.467,"LINESTRING (16.3516697 48.2247717, 16.3524677 48.2246629, 16.3525355 48.2246537)",101.6,height 1,8,"{(26405238, 28982559, 0): 179.155, (28982560, 33344336, 0): 179.996, (28982561, 28982560, 0): 69.397, (28982563, 28982559, 0): 69.081, (28982564, 28982560, 0): 110.416}"
28982560,33344336,0,190496602,True,2,,Fuchsthallergasse,secondary,50,48.06,"LINESTRING (16.3525355 48.2246537, 16.3526099 48.2246436, 16.3531711 48.2245671)",101.6,height 1,8,"{(28982559, 28982560, 0): 179.996, (28982561, 28982560, 0): 110.599, (28982564, 28982560, 0): 69.588, (33344336, 33344335, 0): 104.976, (33344336, 1381612052, 0): 179.578}"
28982561,33345337,0,192797027,True,1,,Bleichergasse,residential,30,123.47,"LINESTRING (16.3522319 48.2240317, 16.350612 48.224293)",283.6,height 1,41,"{(26405238, 33345337, 0): 82.887, (28982561, 28982560, 0): 106.66, (33344335, 28982561, 0): 179.311, (33344338, 28982561, 0): 73.389, (33345337, 3963787755, 0): 99.97500000000001}"
28982561,28982560,0,84154238,True,1,,Wilhelm-Exner-Gasse,residential,30,72.731,"LINESTRING (16.3522319 48.2240317, 16.35251 48.2246064, 16.3525355 48.2246537)",18.0,height 2,42,"{(28982559, 28982560, 0): 69.397, (28982560, 33344336, 0): 110.599, (28982561, 33345337, 0): 106.66, (28982564, 28982560, 0): 179.81300000000002, (33344335, 28982561, 0): 74.02900000000001, (33344338, 28982561, 0): 179.95100000000002}"
28982563,26405240,0,8096008,True,1,,Sechsschimmelgasse,secondary,50,85.377,"LINESTRING (16.3521273 48.2256331, 16.3510467 48.2259001)",290.3,height 1,17,"{(26405240, 392847, 0): 172.10500000000002, (28982563, 28982559, 0): 75.34, (28982564, 28982563, 0): 179.184, (33302007, 26405240, 0): 90.54899999999999}"
28982563,28982559,0,4583860,True,,,Altmüttergasse,residential,30,101.611,"LINESTRING (16.3521273 48.2256331, 16.3518519 48.2251267, 16.3517092 48.2248439, 16.3516697 48.2247717)",199.5,height 2,43,"{(26405238, 28982559, 0): 110.074, (28982559, 28982560, 0): 69.081, (28982563, 26405240, 0): 75.34, (28982564, 28982563, 0): 105.476}"
28982564,28982563,0,8096008,True,1,,Sechsschimmelgasse,secondary,50,63.351,"LINESTRING (16.3529349 48.2254457, 16.3528587 48.2254634, 16.3521273 48.2256331)",289.2,height 1,17,"{(28982563, 26405240, 0): 179.184, (28982563, 28982559, 0): 105.476, (28982564, 28982560, 0): 76.223, (68445201, 28982564, 0): 176.113}"
28982564,28982560,0,172061570,True,1,,Wilhelm-Exner-Gasse,residential,30,92.907,"LINESTRING (16.3529349 48.2254457, 16.3529109 48.2253983, 16.3526474 48.2248789, 16.3525738 48.2247253, 16.3525355 48.2246537)",198.6,height 2,42,"{(28982559, 28982560, 0): 110.416, (28982560, 33344336, 0): 69.588, (28982561, 28982560, 0): 179.81300000000002, (28982564, 28982563, 0): 76.223, (68445201, 28982564, 0): 99.89}"
28982569,68445201,0,8096008,True,1,,Sechsschimmelgasse,secondary,50,62.339,"LINESTRING (16.3545198 48.224962, 16.354479 48.2249758, 16.3544493 48.2249833, 16.3537548 48.2251954)",294.6,height 1,17,"{(28982569, 1381660589, 0): 69.111, (68445201, 28982564, 0): 179.995, (2397500104, 28982569, 0): 177.426}"
28982569,1381660589,0,130443543,True,1,,Nussdorfer Straße,secondary,50,32.554,"LINESTRING (16.3545198 48.224962, 16.3544831 48.2249176, 16.3542849 48.2247147)",212.3,height 2,7,"{(28982569, 68445201, 0): 69.111, (1381660589, 1381612052, 0): 178.196, (2397500104, 28982569, 0): 113.463, (2397522177, 1381660589, 0): 125.898}"
29048460,393375,0,551140400,True,2,,Währinger Straße,secondary,30,37.867,"LINESTRING (16.3341565 48.2284539, 16.3346608 48.2283981)",99.4,height 1,2,"{(393375, 64975949, 0): 176.60399999999998, (33345320, 29048460, 0): 113.197, (64975131, 29048460, 0): 179.077, (271016303, 393375, 0): 164.881}"
29048465,33144366,0,24412287,True,3,B221,Währinger Gürtel,primary,50,115.804,"LINESTRING (16.3431569 48.2210156, 16.3429362 48.2204823, 16.3427415 48.2200116)",195.4,height 2,0,"{(29048466, 29048465, 0): 76.124, (33144366, 33143888, 0): 102.092, (33144366, 3312560802, 0): 178.973, (283324403, 29048465, 0): 179.999}"
29048466,283324405,0,172222299,True,,,Theresiengasse,residential,30,113.782,"LINESTRING (16.3420779 48.2211786, 16.3426137 48.2220367, 16.3426396 48.2221155, 16.3426438 48.2221284)",21.7,height 2,44,"{(29048466, 29048465, 0): 66.608, (33143888, 29048466, 0): 178.78, (33144467, 29048466, 0): 115.654, (283324405, 33144494, 0): 179.30200000000002, (283324405, 392301, 0): 80.461, (358517297, 283324405, 0): 99.55600000000001}"
29048466,29048465,0,231821799,True,,,Antonigasse,residential,30,81.966,"LINESTRING (16.3420779 48.2211786, 16.3430644 48.2210296, 16.3431569 48.2210156)",102.8,height 1,45,"{(29048465, 33144366, 0): 76.124, (29048466, 283324405, 0): 66.608, (33143888, 29048466, 0): 112.172, (33144467, 29048466, 0): 177.738, (283324403, 29048465, 0): 103.87700000000001}"
29048468,33345304,0,5010784,True,,,Teschnergasse,residential,30,95.369,"LINESTRING (16.3365505 48.2239659, 16.3365613 48.2239772, 16.3366061 48.2240239, 16.3372428 48.224689)",32.5,height 2,23,"{(29048468, 33144484, 0): 178.82999999999998, (33143995, 29048468, 0): 70.547, (33144069, 29048468, 0): 107.538, (33345303, 33345304, 0): 73.743, (33345304, 33144577, 0): 105.969, (33345304, 33345300, 0): 179.602}"
29048468,33144484,0,26985886,True,,,Teschnergasse,residential,30,93.281,"LINESTRING (16.3365505 48.2239659, 16.3365405 48.223955, 16.3365043 48.2239157, 16.3362094 48.2235952, 16.3358738 48.2232586)",212.5,height 2,23,"{(29048468, 33345304, 0): 178.82999999999998, (33143995, 29048468, 0): 108.283, (33144069, 29048468, 0): 73.632, (33144484, 3956260281, 0): 71.299, (33144484, 33144459, 0): 178.45600000000002, (33144487, 33144484, 0): 108.753}"
29048469,64972028,0,38690114,True,,,Klostergasse,residential,30,94.991,"LINESTRING (16.3335652 48.2254334, 16.3335566 48.2254213, 16.3335315 48.2253861, 16.3330155 48.2246616)",205.4,height 2,46,"{(29048470, 29048469, 0): 80.60900000000001, (33345319, 29048469, 0): 178.643, (64970627, 64972028, 0): 98.433, (64972028, 33144491, 0): 80.649, (283324413, 29048469, 0): 99.083}"
29048470,29048469,0,141233621,True,,,Kreuzgasse,tertiary,50,86.363,"LINESTRING (16.3326189 48.2258864, 16.3326717 48.2258672, 16.3327326 48.2258405, 16.3328533 48.225781, 16.3330906 48.225665, 16.3335652 48.2254334)",125.7,height 1,47,"{(29048469, 64972028, 0): 80.60900000000001, (29048470, 33345319, 0): 77.798, (33345319, 29048469, 0): 98.03399999999999, (64969715, 29048470, 0): 179.37800000000001, (64970627, 29048470, 0): 101.6, (283324413, 29048469, 0): 179.692}"
