u,v,key,geometry,stroke_group,edge_interior_angle,int_bearing_diff
685160,33143667,0,"LINESTRING (16.3389994 48.2169634, 16.340146 48.2167445)",12,"{(685159, 685160, 0): 179.089, (33143667, 685163, 0): 178.09799999999998, (33143667, 33143911, 0): 98.963, (33144883, 685160, 0): 95.94900000000001, (685160, 33144821, 0): 82.632}",0
33143667,685163,0,"LINESTRING (16.340146 48.2167445, 16.3407339 48.2166119, 16.3408041 48.2165961, 16.3410744 48.2165351, 16.3410953 48.2165304, 16.3412394 48.2164979)",12,"{(378696, 685163, 0): 104.45599999999999, (685163, 33144880, 0): 73.833, (685160, 33143667, 0): 178.09799999999998, (685163, 685164, 0): 178.6, (33143667, 33143911, 0): 82.939}",0
685163,685164,0,"LINESTRING (16.3412394 48.2164979, 16.3413684 48.2164721, 16.34155 48.2164304, 16.3417638 48.2163835, 16.3417797 48.21638, 16.3418205 48.216371, 16.34195 48.2163426)",12,"{(378696, 685163, 0): 74.144, (685163, 33144880, 0): 107.56700000000001, (33143667, 685163, 0): 178.6, (685164, 33143752, 0): 179.685, (2455074398, 685164, 0): 74.39699999999999, (685164, 378699, 0): 105.868}",2
685164,33143752,0,"LINESTRING (16.34195 48.2163426, 16.3420553 48.2163189, 16.3427868 48.2161544)",12,"{(685163, 685164, 0): 179.685, (33143752, 685161, 0): 179.488, (2455074398, 685164, 0): 105.288, (685164, 378699, 0): 74.447, (33143752, 2455074396, 0): 101.82900000000001, (33144412, 33143752, 0): 101.953}",0
33143752,685161,0,"LINESTRING (16.3427868 48.2161544, 16.3430021 48.216108, 16.3434091 48.2160201, 16.3434676 48.2160075)",12,"{(685164, 33143752, 0): 179.488, (685161, 2451408746, 0): 160.99099999999999, (685161, 2455074401, 0): 176.13400000000001, (33143752, 2455074396, 0): 78.68299999999999, (33144412, 33143752, 0): 77.53500000000001}",0
33144282,33182063,0,"LINESTRING (16.3439237 48.2131287, 16.3439955 48.2120373, 16.3440021 48.2119724)",12,"{(33144171, 33144282, 0): 93.612, (33144282, 33182048, 0): 93.398, (1114010120, 33182063, 0): 120.38799999999999, (33144149, 33144282, 0): 180, (33182063, 33144300, 0): 92.964}",1
33242098,33174088,0,"LINESTRING (16.3256772 48.2166983, 16.3269092 48.2165132)",13,"{(33242197, 33242098, 0): 82.917, (33242098, 218288749, 0): 96.888, (33174088, 33144914, 0): 172.212, (33143855, 33174088, 0): 96.727, (33174088, 685169, 0): 83.211}",0
33174088,33144914,0,"LINESTRING (16.3269092 48.2165132, 16.3273411 48.2165075)",13,"{(33242098, 33174088, 0): 172.212, (33144914, 33144909, 0): 179.357, (33143855, 33174088, 0): 75.485, (33174088, 685169, 0): 104.577, (33144935, 33144914, 0): 87.718}",0
33144914,33144909,0,"LINESTRING (16.3273411 48.2165075, 16.3281493 48.2165059)",13,"{(33174088, 33144914, 0): 179.357, (33144909, 33144906, 0): 179.974, (33144935, 33144914, 0): 92.925, (256759895, 33144909, 0): 97.383, (33144909, 33144932, 0): 89.672}",0
33144909,33144906,0,"LINESTRING (16.3281493 48.2165059, 16.3290586 48.2165037)",13,"{(33144914, 33144909, 0): 179.974, (33144906, 33144904, 0): 179.80100000000002, (256759895, 33144909, 0): 97.635, (33144928, 33144906, 0): 90.139, (33144909, 33144932, 0): 90.302}",0
33144906,33144904,0,"LINESTRING (16.3290586 48.2165037, 16.3300259 48.216498)",13,"{(33144909, 33144906, 0): 179.80100000000002, (33144904, 33144900, 0): 179.912, (33144925, 33144904, 0): 91.96499999999999, (33144904, 247630175, 0): 93.36800000000001, (33144928, 33144906, 0): 89.662}",0
33144904,33144900,0,"LINESTRING (16.3300259 48.216498, 16.3319742 48.2164835, 16.3320677 48.216481)",13,"{(33144906, 33144904, 0): 179.912, (33144900, 264060523, 0): 177.79500000000002, (685167, 33144900, 0): 98.83200000000001, (33144900, 264056023, 0): 79.36999999999999, (33144925, 33144904, 0): 91.201, (33144904, 247630175, 0): 86.72}",2
33144900,264060523,0,"LINESTRING (16.3320677 48.216481, 16.3321565 48.2164752, 16.3333852 48.2164362)",13,"{(33144904, 33144900, 0): 177.79500000000002, (264060523, 264055534, 0): 179.256, (264055449, 264060523, 0): 85.167, (685167, 33144900, 0): 83.37299999999999, (33144900, 264056023, 0): 98.42500000000001}",3
264060523,264055534,0,"LINESTRING (16.3333852 48.2164362, 16.3335148 48.2164304, 16.3345693 48.2163472)",13,"{(33144900, 264060523, 0): 179.256, (264055534, 33144892, 0): 179.838, (264055449, 264060523, 0): 94.089, (264056161, 264055534, 0): 89.569, (264055534, 264055535, 0): 103.824}",3
264055534,33144892,0,"LINESTRING (16.3345693 48.2163472, 16.3355835 48.2162643)",13,"{(264060523, 264055534, 0): 179.838, (33144892, 33144888, 0): 179.706, (264056161, 264055534, 0): 90.26899999999999, (264055534, 264055535, 0): 76.33800000000001, (264056412, 33144892, 0): 103.014}",0
33144892,33144888,0,"LINESTRING (16.3355835 48.2162643, 16.3372575 48.2161361)",13,"{(264055534, 33144892, 0): 179.706, (33144888, 33144883, 0): 179.631, (685159, 33144888, 0): 85.99499999999999, (33144888, 33079197, 0): 88.674, (264056412, 33144892, 0): 93.96199999999999}",0
33144888,33144883,0,"LINESTRING (16.3372575 48.2161361, 16.3387674 48.2160107)",13,"{(33144892, 33144888, 0): 179.631, (33144883, 33144880, 0): 179.64, (33144883, 685160, 0): 97.49199999999999, (685159, 33144888, 0): 94.37400000000001, (33144888, 33079197, 0): 90.957, (2605251576, 33144883, 0): 83.747}",0
33144883,33144880,0,"LINESTRING (16.3387674 48.2160107, 16.3408749 48.2158223)",13,"{(685163, 33144880, 0): 113.178, (33144888, 33144883, 0): 179.64, (33144883, 685160, 0): 82.86800000000001, (33144880, 2605251628, 0): 65.08, (2605251576, 33144883, 0): 95.893}",0
33079198,33079217,0,"LINESTRING (16.3385269 48.2140665, 16.339939 48.2141005)",14,"{(2605251628, 33079217, 0): 119.315, (33079217, 33079191, 0): 117.196, (33079217, 33143763, 0): 179.322, (33079193, 33079198, 0): 94.41699999999999, (33079198, 2605251576, 0): 92.17399999999999}",0
33079217,33143763,0,"LINESTRING (16.339939 48.2141005, 16.3401144 48.2141068, 16.3402228 48.2141107, 16.340533 48.2141218, 16.3406187 48.2141248, 16.3407546 48.2141297)",14,"{(2605251628, 33079217, 0): 115.879, (33079217, 33079191, 0): 120.63199999999999, (33079198, 33079217, 0): 179.322, (33143763, 33144089, 0): 178.504, (33143803, 33143763, 0): 116.2, (33143763, 2455074398, 0): 120.905}",0
33143763,33144089,0,"LINESTRING (16.3407546 48.2141297, 16.3415606 48.2141377)",14,"{(33079217, 33143763, 0): 178.504, (33144089, 33144127, 0): 179.494, (33143803, 33143763, 0): 118.83399999999999, (33143763, 2455074398, 0): 118.271, (2455074405, 33144089, 0): 109.63999999999999, (33144089, 33144156, 0): 110.71}",0
33144089,33144127,0,"LINESTRING (16.3415606 48.2141377, 16.3426267 48.2141577)",14,"{(33143763, 33144089, 0): 179.494, (2455074396, 33144127, 0): 98.82199999999999, (33144127, 33144171, 0): 96.596, (2455074405, 33144089, 0): 107.996, (33144089, 33144156, 0): 112.35399999999998, (33144127, 33144149, 0): 179.25300000000001}",0
33079209,33079208,0,"LINESTRING (16.3373645 48.2123168, 16.3375383 48.2132248)",15,"{(33079208, 33079193, 0): 100.01, (33079194, 33079209, 0): 84.60900000000001, (33079209, 33079201, 0): 95.979}",0
33079208,33079193,0,"LINESTRING (16.3375383 48.2132248, 16.3384815 48.2132112)",15,"{(33079209, 33079208, 0): 100.01, (33079193, 33079191, 0): 179.707, (33079194, 33079193, 0): 87.15599999999999, (33079193, 33079198, 0): 92.212}",0
33079193,33079191,0,"LINESTRING (16.3384815 48.2132112, 16.3394444 48.2131924)",15,"{(33079217, 33079191, 0): 117.456, (33079191, 33079216, 0): 63.669, (33079208, 33079193, 0): 179.707, (33079191, 33143803, 0): 178.985, (33079194, 33079193, 0): 92.551, (33079193, 33079198, 0): 88.081}",0
33079191,33143803,0,"LINESTRING (16.3394444 48.2131924, 16.3396027 48.2131865, 16.3397263 48.213182, 16.3400214 48.213171, 16.340235 48.2131631)",15,"{(33079217, 33079191, 0): 63.559, (33079191, 33079216, 0): 115.316, (33079193, 33079191, 0): 178.985, (33143803, 33144156, 0): 179.297, (33079211, 33143803, 0): 63.343, (33143803, 33143763, 0): 116.138}",0
33143803,33144156,0,"LINESTRING (16.340235 48.2131631, 16.3410809 48.2131422, 16.341172 48.2131399)",15,"{(33079191, 33143803, 0): 179.297, (33144156, 33144171, 0): 179.233, (33079211, 33143803, 0): 117.36, (33143803, 33143763, 0): 63.159, (33144089, 33144156, 0): 109.834, (33144156, 33144292, 0): 70.524}",0
33144156,33144171,0,"LINESTRING (16.341172 48.2131399, 16.3412733 48.2131387, 16.3424033 48.2131259, 16.3424876 48.2131249)",15,"{(33143803, 33144156, 0): 179.233, (33144171, 33144282, 0): 179.168, (33144127, 33144171, 0): 96.991, (33144089, 33144156, 0): 69.399, (33144156, 33144292, 0): 110.243, (33144171, 33144300, 0): 82.033}",0
33144171,33144282,0,"LINESTRING (16.3424876 48.2131249, 16.3439237 48.2131287)",15,"{(33144282, 33182063, 0): 93.612, (33144156, 33144171, 0): 179.168, (33144282, 33182048, 0): 179.482, (33144127, 33144171, 0): 97.519, (33144149, 33144282, 0): 86.388, (33144171, 33144300, 0): 98.79899999999999}",0
33144282,33182048,0,"LINESTRING (16.3439237 48.2131287, 16.3454729 48.2131188)",15,"{(33144282, 33182063, 0): 93.398, (33144171, 33144282, 0): 179.482, (33182048, 123849573, 0): 178.074, (33182049, 33182048, 0): 94.828, (33182048, 1114680094, 0): 83.887, (33144149, 33144282, 0): 94.13000000000001}",0
33182048,123849573,0,"LINESTRING (16.3454729 48.2131188, 16.345561 48.2131212, 16.3458721 48.2131186, 16.3459839 48.2131215)",15,"{(33144282, 33182048, 0): 178.074, (33182049, 33182048, 0): 93.634, (33182048, 1114680094, 0): 98.039, (1114680094, 123849573, 0): 130.885, (123849573, 33182047, 0): 178.166, (123849573, 33182046, 0): 127.02399999999999}",0
33182047,33182042,0,"LINESTRING (16.347284 48.2131666, 16.3475791 48.2131776, 16.3478873 48.2131919, 16.3483888 48.2132172, 16.3484849 48.2132221)",15,"{(33182042, 33182039, 0): 179.772, (60658958, 33182042, 0): 76.12899999999999, (33182042, 33182041, 0): 95.854, (33182047, 33182046, 0): 92.934, (123849573, 33182047, 0): 179.458}",1
33182042,33182039,0,"LINESTRING (16.3484849 48.2132221, 16.3485785 48.2132265, 16.3489313 48.2132433, 16.3493955 48.2132696, 16.3494241 48.2132711, 16.3495107 48.2132756)",15,"{(33182047, 33182042, 0): 179.772, (60658958, 33182042, 0): 104.099, (33182042, 33182041, 0): 83.918, (33182040, 33182039, 0): 86.469, (33182039, 33182038, 0): 90.557}",0
33144355,33079211,0,"LINESTRING (16.3407063 48.211844, 16.3406073 48.2118481, 16.3401586 48.2118665, 16.339937 48.2119017, 16.339893 48.2119175, 16.3398489 48.2119332, 16.3397036 48.2119851)",16,"{(33079211, 33079216, 0): 160.51600000000002, (33079212, 33079211, 0): 82.18, (33079211, 33143803, 0): 99.08600000000001, (33144292, 33144355, 0): 106.62, (33144355, 2487955438, 0): 75.451}",25
33079211,33079216,0,"LINESTRING (16.3397036 48.2119851, 16.3395865 48.2120804, 16.3394613 48.212145, 16.3393362 48.2121783, 16.3391955 48.2121857, 16.3391408 48.2121847, 16.3390686 48.2121833, 16.3390096 48.2121804, 16.3389164 48.2121758)",16,"{(33079191, 33079216, 0): 114.626, (33079216, 378472, 0): 125.032, (33144355, 33079211, 0): 160.51600000000002, (33079216, 33079194, 0): 172.52100000000002, (33079212, 33079211, 0): 117.304, (33079211, 33143803, 0): 61.42999999999999}",55
33079216,33079194,0,"LINESTRING (16.3389164 48.2121758, 16.3387751 48.2121873, 16.3387201 48.2121918, 16.3386834 48.2121948, 16.3384177 48.2122164)",16,"{(33079191, 33079216, 0): 112.79899999999999, (33079216, 378472, 0): 62.446999999999996, (33079211, 33079216, 0): 172.52100000000002, (33079194, 33079209, 0): 179.203, (33079194, 33079193, 0): 90.978}",0
33079194,33079209,0,"LINESTRING (16.3384177 48.2122164, 16.3373645 48.2123168)",16,"{(33079209, 33079208, 0): 84.60900000000001, (33079216, 33079194, 0): 179.203, (33079209, 33079201, 0): 179.412, (33079194, 33079193, 0): 88.225}",0
33079209,33079201,0,"LINESTRING (16.3373645 48.2123168, 16.3365655 48.2123847, 16.3362871 48.2123904, 16.3350145 48.2124022)",16,"{(33079209, 33079208, 0): 95.979, (33079194, 33079209, 0): 179.412, (33079201, 24966975, 0): 179.726, (33079201, 33079202, 0): 105.71600000000001}",6
33079201,24966975,0,"LINESTRING (16.3350145 48.2124022, 16.3338793 48.2124073, 16.3337573 48.212399)",16,"{(33079209, 33079201, 0): 179.726, (24966975, 221890042, 0): 175.461, (33079222, 24966975, 0): 102.079, (24966975, 33079206, 0): 99.105, (33079201, 33079202, 0): 104.928}",6
24966975,221890042,0,"LINESTRING (16.3337573 48.212399, 16.3322353 48.2124162, 16.3320673 48.212408, 16.3319104 48.2123545, 16.3318513 48.212301, 16.3318081 48.2122618)",16,"{(33079201, 24966975, 0): 175.461, (33079222, 221890042, 0): 48.872, (221890042, 33079232, 0): 131.0, (33079222, 24966975, 0): 82.46000000000001, (24966975, 33079206, 0): 102.35}",55
378472,33079222,0,"LINESTRING (16.338667 48.2115728, 16.3384595 48.2115919, 16.3361475 48.2118047, 16.3337067 48.2120473)",17,"{(33079216, 378472, 0): 88.695, (378472, 33079214, 0): 97.48100000000001, (33079222, 221890042, 0): 179.18699999999998, (33079223, 33079222, 0): 96.218, (33079222, 24966975, 0): 87.489}",1
33079222,221890042,0,"LINESTRING (16.3337067 48.2120473, 16.3330341 48.2121238, 16.3328705 48.2121578, 16.332668 48.2121766, 16.3325165 48.2121792, 16.3318081 48.2122618)",17,"{(24966975, 221890042, 0): 48.872, (378472, 33079222, 0): 179.18699999999998, (221890042, 33079232, 0): 179.872, (33079223, 33079222, 0): 84.595, (33079222, 24966975, 0): 91.698}",0
221890042,33079232,0,"LINESTRING (16.3318081 48.2122618, 16.3312798 48.2123246)",17,"{(24966975, 221890042, 0): 131.0, (33079222, 221890042, 0): 179.872, (33079232, 291948941, 0): 179.583, (264060498, 33079232, 0): 86.03399999999999, (33079232, 25276594, 0): 93.60900000000001}",0
33079232,291948941,0,"LINESTRING (16.3312798 48.2123246, 16.3306826 48.2124, 16.3298846 48.2125007)",17,"{(221890042, 33079232, 0): 179.583, (264060498, 33079232, 0): 93.549, (33079232, 25276594, 0): 86.80799999999999, (264054984, 291948941, 0): 91.512, (291948941, 264054982, 0): 88.48400000000001}",0
33143877,33143855,0,"LINESTRING (16.3274136 48.2183691, 16.3272953 48.2179264, 16.3271733 48.2174805)",18,"{(33143855, 33174088, 0): 179.969, (33242217, 33143877, 0): 82.548, (33143855, 33242197, 0): 98.33600000000001, (6590910053, 33143877, 0): 179.714}",0
33143855,33174088,0,"LINESTRING (16.3271733 48.2174805, 16.3269092 48.2165132)",18,"{(33242098, 33174088, 0): 96.727, (33174088, 33144914, 0): 75.485, (33143877, 33143855, 0): 179.969, (33174088, 685169, 0): 179.938, (33143855, 33242197, 0): 81.695}",0
33174088,685169,0,"LINESTRING (16.3269092 48.2165132, 16.3267664 48.2159924, 16.3267495 48.2159307)",18,"{(218288749, 685169, 0): 103.042, (33242098, 33174088, 0): 83.211, (33174088, 33144914, 0): 104.577, (33143855, 33174088, 0): 179.938, (685169, 248526742, 0): 179.711}",0
685169,248526742,0,"LINESTRING (16.3267495 48.2159307, 16.3266994 48.2157441, 16.3265865 48.2153353)",18,"{(218288749, 685169, 0): 77.247, (33174088, 685169, 0): 179.711, (248526742, 248526743, 0): 172.131, (33144935, 248526742, 0): 85.04700000000001, (248526742, 254353386, 0): 106.78799999999998}",0
248526742,248526743,0,"LINESTRING (16.3265865 48.2153353, 16.3265646 48.2151705, 16.3265398 48.21428)",18,"{(685169, 248526742, 0): 172.131, (248526743, 8074083217, 0): 179.659, (33144935, 248526742, 0): 87.08399999999999, (248526742, 254353386, 0): 96.22099999999999, (33174083, 248526743, 0): 90.146, (248526743, 68228729, 0): 88.922}",4
248526743,8074083217,0,"LINESTRING (16.3265398 48.21428, 16.3265366 48.2141338, 16.3265341 48.2140229, 16.3265309 48.2138522, 16.3265246 48.2135192, 16.3265185 48.2134075, 16.3265169 48.2133048, 16.3265162 48.2132976)",18,"{(33079241, 8074083217, 0): 86.15899999999999, (248526742, 248526743, 0): 179.659, (33174083, 248526743, 0): 92.70300000000002, (248526743, 68228729, 0): 91.419, (8074083217, 2285939391, 0): 105.678, (8074083217, 2383639011, 0): 174.175}",3
2383639011,33079231,0,"LINESTRING (16.3265736 48.2128346, 16.3265948 48.2128226, 16.3266143 48.2128141, 16.3266449 48.2127987, 16.3266988 48.212783, 16.3269606 48.2127334, 16.3272976 48.2126585)",18,"{(33079231, 7800238148, 0): 179.362, (33079247, 33079231, 0): 105.869, (33079231, 33079241, 0): 84.478, (7490239743, 2383639011, 0): 130.64, (8074083217, 2383639011, 0): 167.684}",22
33079231,7800238148,0,"LINESTRING (16.3272976 48.2126585, 16.3275113 48.2126085, 16.3281527 48.2124478)",18,"{(2383639011, 33079231, 0): 179.362, (7800238148, 33079229, 0): 178.579, (33079247, 33079231, 0): 80.169, (33079231, 33079241, 0): 110.17800000000001, (33079240, 7800238148, 0): 85.11}",1
7800238148,33079229,0,"LINESTRING (16.3281527 48.2124478, 16.328257 48.2124244, 16.3287572 48.2122956, 16.3289449 48.2122331)",18,"{(33079231, 7800238148, 0): 178.579, (33079229, 264054984, 0): 176.832, (33079240, 7800238148, 0): 93.469, (33079248, 33079229, 0): 104.212}",8
33079229,264054984,0,"LINESTRING (16.3289449 48.2122331, 16.3291804 48.2121689, 16.3298096 48.2120112)",18,"{(7800238148, 33079229, 0): 176.832, (264054984, 25276594, 0): 179.482, (33079249, 264054984, 0): 97.148, (264054984, 291948941, 0): 84.86, (33079248, 33079229, 0): 78.956}",2
264054984,25276594,0,"LINESTRING (16.3298096 48.2120112, 16.3306841 48.2118004, 16.3309652 48.2117433, 16.3310794 48.2117252, 16.3311674 48.2117112)",18,"{(33079229, 264054984, 0): 179.482, (25276594, 33079223, 0): 178.60500000000002, (33079232, 25276594, 0): 91.435, (25276594, 25276592, 0): 88.016, (33079249, 264054984, 0): 83.37, (264054984, 291948941, 0): 94.622}",6
25276594,33079223,0,"LINESTRING (16.3311674 48.2117112, 16.3312434 48.211701, 16.3335179 48.2113972, 16.3335684 48.2113905)",18,"{(264054984, 25276594, 0): 178.60500000000002, (33079223, 33079214, 0): 177.665, (25280481, 33079223, 0): 85.028, (33079223, 33079222, 0): 94.405, (33079232, 25276594, 0): 87.17, (25276594, 25276592, 0): 93.37899999999999}",0
33079223,33079214,0,"LINESTRING (16.3335684 48.2113905, 16.3336418 48.2113777, 16.3337995 48.2113501, 16.3339504 48.211327, 16.3341202 48.2113054, 16.3349835 48.211213, 16.3359794 48.211099, 16.3369994 48.2109588, 16.3380194 48.2108339, 16.3382038 48.2108162, 16.3384016 48.2108019, 16.3384969 48.2107985, 16.3385294 48.2107968, 16.3385619 48.210795, 16.338642 48.2107793, 16.338719 48.2107501)",18,"{(378472, 33079214, 0): 73.531, (33079214, 378471, 0): 108.325, (25276594, 33079223, 0): 177.665, (25280481, 33079223, 0): 92.637, (33079223, 33079222, 0): 87.92999999999999, (33079214, 33079213, 0): 164.183}",15
33079213,2385553146,0,"LINESTRING (16.3394082 48.2103939, 16.3395173 48.2103339, 16.3395557 48.2103128, 16.3399429 48.2101218, 16.3400169 48.2100738, 16.3400431 48.2100536, 16.3401087 48.2100027, 16.3401273 48.2099883)",18,"{(2487955438, 2385553146, 0): 71.246, (2423397431, 33079213, 0): 71.397, (33079213, 33079212, 0): 108.943, (33079214, 33079213, 0): 178.596, (2385553146, 17312861, 0): 103.24}",10
24966938,24966942,0,"LINESTRING (16.3253329 48.2116633, 16.3253545 48.211661, 16.3254411 48.211652, 16.3260348 48.2115785)",19,"{(24966938, 378630, 0): 95.372, (24966942, 33079245, 0): 179.196, (2383639020, 24966942, 0): 106.569, (2285939391, 24966938, 0): 107.057}",1
24966942,33079245,0,"LINESTRING (16.3260348 48.2115785, 16.3273139 48.2114019)",19,"{(24966938, 24966942, 0): 179.196, (33079245, 33079246, 0): 179.723, (33079254, 33079245, 0): 89.20100000000001, (33079245, 33079247, 0): 93.904, (2383639020, 24966942, 0): 74.235}",0
33079245,33079246,0,"LINESTRING (16.3273139 48.2114019, 16.3276917 48.2113516, 16.3287685 48.2111892)",19,"{(24966942, 33079245, 0): 179.723, (33079246, 24966947, 0): 179.84, (33079254, 33079245, 0): 91.076, (33079245, 33079247, 0): 85.819, (33079252, 33079246, 0): 69.639, (33079246, 33079248, 0): 99.687}",1
33079246,24966947,0,"LINESTRING (16.3287685 48.2111892, 16.32966 48.2110522)",19,"{(33079245, 33079246, 0): 179.84, (24966947, 33079250, 0): 179.353, (24966952, 24966947, 0): 79.547, (24966947, 33079249, 0): 94.019, (33079252, 33079246, 0): 110.20100000000001, (33079246, 33079248, 0): 80.473}",0
24966947,33079250,0,"LINESTRING (16.32966 48.2110522, 16.3299027 48.2110177, 16.330638 48.2109083, 16.3308223 48.2109024)",19,"{(33079246, 24966947, 0): 179.353, (33079250, 25276592, 0): 171.529, (24966952, 24966947, 0): 101.1, (24966947, 33079249, 0): 85.334, (33079250, 33079249, 0): 156.147, (33079250, 33079251, 0): 52.111000000000004}",9
33079250,25276592,0,"LINESTRING (16.3308223 48.2109024, 16.3310016 48.2108698)",19,"{(24966947, 33079250, 0): 171.529, (25276592, 25280480, 0): 178.176, (25276594, 25276592, 0): 90.84299999999999, (33079250, 33079249, 0): 168.286, (25276592, 25276591, 0): 164.50400000000002, (33079250, 33079251, 0): 119.418}",0
25276592,25280480,0,"LINESTRING (16.3310016 48.2108698, 16.3312276 48.2108361, 16.3318398 48.2107208, 16.3321852 48.210648, 16.3326368 48.2105629)",19,"{(33079250, 25276592, 0): 178.176, (25280480, 25280481, 0): 179.196, (25276594, 25276592, 0): 87.333, (25276592, 25276591, 0): 145.71800000000002, (33079244, 25280480, 0): 63.212999999999994}",3
25280480,25280481,0,"LINESTRING (16.3326368 48.2105629, 16.3333456 48.210419)",19,"{(25276592, 25280480, 0): 179.196, (25280481, 378471, 0): 179.682, (16614540, 25280481, 0): 83.2, (25280481, 33079223, 0): 91.478, (33079244, 25280480, 0): 115.983}",0
25280481,378471,0,"LINESTRING (16.3333456 48.210419, 16.3357117 48.2099523, 16.3384301 48.2094226, 16.3384827 48.2094123, 16.3385974 48.2093899)",19,"{(33079214, 378471, 0): 86.735, (378471, 258358061, 0): 85.37599999999999, (25280480, 25280481, 0): 179.682, (16614540, 25280481, 0): 97.118, (25280481, 33079223, 0): 88.20400000000001}",0
31673327,17312860,0,"LINESTRING (16.344842 48.2072743, 16.3441955 48.2074059, 16.3440217 48.2074409, 16.3438752 48.20747, 16.3435406 48.2075366, 16.3434482 48.207556)",20,"{(25267608, 17312860, 0): 86.445, (31673327, 2250807664, 0): 92.672, (17312860, 33144363, 0): 179.864, (31673329, 31673327, 0): 179.097}",1
2423397431,258358061,0,"LINESTRING (16.338893 48.2085666, 16.3387964 48.2085879, 16.3386767 48.2086058, 16.338417 48.2086456, 16.3383461 48.2086565, 16.3381825 48.2086624)",20,"{(378471, 258358061, 0): 56.858, (2423397431, 33079213, 0): 103.864, (17312861, 2423397431, 0): 168.714, (258358061, 16614540, 0): 177.655}",15
25267596,25276589,0,"LINESTRING (16.3318878 48.2095855, 16.3310752 48.2097089)",20,"{(25276589, 26972253, 0): 179.91799999999998, (25267596, 33079244, 0): 118.908, (25276591, 25276589, 0): 60.478, (16614540, 25267596, 0): 179.87699999999998}",0
25276589,26972253,0,"LINESTRING (16.3310752 48.2097089, 16.3303486 48.2098203, 16.330103 48.2098575, 16.3300176 48.2098706)",20,"{(25267596, 25276589, 0): 179.91799999999998, (26972253, 24966959, 0): 179.906, (25276591, 25276589, 0): 119.44, (33079251, 26972253, 0): 62.694}",0
26972253,24966959,0,"LINESTRING (16.3300176 48.2098706, 16.3299306 48.2098838, 16.3296318 48.2099293, 16.3290408 48.2100193)",20,"{(25276589, 26972253, 0): 179.906, (24966959, 17312826, 0): 179.983, (24966959, 24966952, 0): 60.292, (33079251, 26972253, 0): 117.4}",0
24966959,17312826,0,"LINESTRING (16.3290408 48.2100193, 16.3280906 48.2101643)",20,"{(26972253, 24966959, 0): 179.983, (17312826, 378642, 0): 179.919, (24966959, 24966952, 0): 119.691, (17312826, 33079252, 0): 62.113}",0
17312826,378642,0,"LINESTRING (16.3280906 48.2101643, 16.3271266 48.21031)",20,"{(24966959, 17312826, 0): 179.919, (378642, 33079254, 0): 80.281, (17312826, 33079252, 0): 117.968, (378642, 378629, 0): 179.699}",0
16614540,25280481,0,"LINESTRING (16.3330136 48.2094137, 16.3330179 48.2094267, 16.3330387 48.2094897, 16.3333456 48.210419)",21,"{(25280480, 25280481, 0): 83.2, (25280481, 378471, 0): 97.118, (25280481, 33079223, 0): 174.678, (258358061, 16614540, 0): 80.369, (16614540, 25267596, 0): 99.817}",0
25280481,33079223,0,"LINESTRING (16.3333456 48.210419, 16.3335545 48.2113272, 16.3335652 48.2113761, 16.3335684 48.2113905)",21,"{(25276594, 33079223, 0): 85.028, (33079223, 33079214, 0): 92.637, (25280480, 25280481, 0): 91.478, (25280481, 378471, 0): 88.20400000000001, (16614540, 25280481, 0): 174.678, (33079223, 33079222, 0): 179.433}",0
33079223,33079222,0,"LINESTRING (16.3335684 48.2113905, 16.3335709 48.2114023, 16.3335807 48.2114491, 16.3337067 48.2120473)",21,"{(378472, 33079222, 0): 96.218, (33079222, 221890042, 0): 84.595, (25276594, 33079223, 0): 94.405, (33079223, 33079214, 0): 87.92999999999999, (25280481, 33079223, 0): 179.433, (33079222, 24966975, 0): 176.293}",0
33079222,24966975,0,"LINESTRING (16.3337067 48.2120473, 16.3337573 48.212399)",21,"{(33079201, 24966975, 0): 102.079, (24966975, 221890042, 0): 82.46000000000001, (378472, 33079222, 0): 87.489, (33079222, 221890042, 0): 91.698, (33079223, 33079222, 0): 176.293, (24966975, 33079206, 0): 158.816}",0
24966975,33079206,0,"LINESTRING (16.3337573 48.212399, 16.3336442 48.212889)",21,"{(33079201, 24966975, 0): 99.105, (24966975, 221890042, 0): 102.35, (33079222, 24966975, 0): 158.816, (33079206, 264056211, 0): 177.94100000000003, (33079206, 33079202, 0): 83.584}",0
33079206,264056211,0,"LINESTRING (16.3336442 48.212889, 16.3334519 48.2136039)",21,"{(24966975, 33079206, 0): 177.94100000000003, (264056211, 264056409, 0): 179.74, (33079203, 264056211, 0): 82.423, (33079206, 33079202, 0): 98.475}",0
264056211,264056409,0,"LINESTRING (16.3334519 48.2136039, 16.3334146 48.2137401, 16.3332467 48.2143299, 16.3332101 48.2143949, 16.3332021 48.214409)",21,"{(264056161, 264056409, 0): 66.934, (264056409, 264060498, 0): 113.089, (33079206, 264056211, 0): 179.74, (264056409, 264055449, 0): 176.81400000000002, (33079203, 264056211, 0): 97.837}",10
264056409,264055449,0,"LINESTRING (16.3332021 48.214409, 16.3331958 48.2144217, 16.333168 48.2144778, 16.3331987 48.2148369)",21,"{(264056161, 264056409, 0): 109.88, (264056409, 264060498, 0): 70.097, (264056211, 264056409, 0): 176.81400000000002, (264055449, 264060523, 0): 178.23499999999999, (264055449, 264056023, 0): 89.209}",22
