u,v,key,geometry,stroke_group,edge_interior_angle,int_bearing_diff
33182038,33182037,0,"LINESTRING (16.349552 48.2126248, 16.34959 48.2119094, 16.3495934 48.2118449)",78,"{(33182039, 33182038, 0): 179.684, (33182037, 33174090, 0): 87.01599999999999, (33182041, 33182038, 0): 91.322}",0
33182037,33174090,0,"LINESTRING (16.3495934 48.2118449, 16.3487363 48.211935, 16.3486508 48.2119465)",78,"{(33182041, 33174090, 0): 105.225, (33174090, 33183652, 0): 85.911, (33182038, 33182037, 0): 87.01599999999999, (33174090, 3704365810, 0): 179.718}",2
33174090,3704365810,0,"LINESTRING (16.3486508 48.2119465, 16.3485483 48.2119608, 16.3482502 48.2120016, 16.3479476 48.2120314)",78,"{(33182041, 33174090, 0): 89.62299999999999, (33174090, 33183652, 0): 101.513, (33182037, 33174090, 0): 179.718, (3704365810, 3704365811, 0): 179.04399999999998, (33183653, 3704365810, 0): 89.998}",3
3704365810,3704365811,0,"LINESTRING (16.3479476 48.2120314, 16.3473442 48.212101, 16.3469506 48.2121523)",78,"{(33174090, 3704365810, 0): 179.04399999999998, (3704365811, 3704365814, 0): 161.31099999999998, (33183653, 3704365810, 0): 102.20200000000001, (33182076, 3704365811, 0): 90.582}",1
3704365811,3704365814,0,"LINESTRING (16.3469506 48.2121523, 16.3468637 48.2121949, 16.346347 48.2122869, 16.3456089 48.2124148, 16.3455451 48.2124258)",78,"{(3704365810, 3704365811, 0): 161.31099999999998, (3704365814, 1114680094, 0): 161.017, (33182076, 3704365811, 0): 124.123, (3704365814, 11, 0): 167.651}",22
33182075,3710788341,0,"LINESTRING (16.3451626 48.2120356, 16.3451015 48.2119457, 16.3450238 48.2118787, 16.3447904 48.2115384, 16.3444332 48.2110344, 16.3443556 48.2109422, 16.3442741 48.2108979)",55,"{(3710788341, 314318424, 0): 172.62599999999998, (3710788341, 1114010120, 0): 139.877, (33182076, 33182075, 0): 109.96, (11, 33182075, 0): 175.645}",26
3710788341,314318424,0,"LINESTRING (16.3442741 48.2108979, 16.3442281 48.2108646, 16.3440787 48.2106576, 16.3440516 48.2106206, 16.3440363 48.2106039)",55,"{(2250807664, 314318424, 0): 59.17100000000001, (314318424, 2487786197, 0): 121.399, (33182075, 3710788341, 0): 172.62599999999998, (314318424, 25267608, 0): 179.516, (3710788341, 1114010120, 0): 47.497}",11
314318424,25267608,0,"LINESTRING (16.3440363 48.2106039, 16.3440245 48.2105908, 16.3439782 48.2105398, 16.34397 48.2105137, 16.3439608 48.2104758, 16.3438533 48.2090694, 16.3438492 48.2089923)",55,"{(2250807664, 314318424, 0): 120.345, (314318424, 2487786197, 0): 59.084999999999994, (3710788341, 314318424, 0): 179.516, (25267608, 17312860, 0): 167.402, (33144360, 25267608, 0): 85.073}",29
25267608,17312860,0,"LINESTRING (16.3438492 48.2089923, 16.3438331 48.2089348, 16.3434716 48.2076412, 16.3434533 48.2075745, 16.3434482 48.207556)",55,"{(31673327, 17312860, 0): 86.445, (314318424, 25267608, 0): 167.402, (33144360, 25267608, 0): 82.32900000000001, (17312860, 33144363, 0): 93.41900000000001}",0
3710788341,1114010120,0,"LINESTRING (16.3442741 48.2108979, 16.3441971 48.2109137, 16.3441278 48.2109303, 16.3440553 48.2109587, 16.3440289 48.2109689, 16.3440203 48.2109738, 16.3440045 48.2109829, 16.3439913 48.2110041, 16.3439771 48.2110366, 16.3439649 48.2110901, 16.3439608 48.2111538, 16.3439608 48.2112134, 16.343968 48.2114396, 16.343966 48.2116219, 16.3439635 48.2117133, 16.3439675 48.2117533, 16.3439707 48.2117702, 16.3439784 48.211788, 16.3439886 48.2118107, 16.3440058 48.2118308, 16.3440268 48.2118538, 16.3440455 48.2118692, 16.3440655 48.211883, 16.3440888 48.2118951, 16.344126 48.2119157)",79,"{(33182075, 3710788341, 0): 139.877, (3710788341, 314318424, 0): 47.497, (1114010120, 33182063, 0): 53.643, (1114010120, 1114680094, 0): 176.974}",123
1114680094,123849573,0,"LINESTRING (16.3454011 48.212524, 16.3454687 48.2125662, 16.3455007 48.2125887, 16.3455181 48.212601, 16.3455562 48.2126293, 16.3455844 48.2126546, 16.3456364 48.2127037, 16.3457003 48.2127736, 16.3457565 48.2128472, 16.3458292 48.2129437, 16.3458742 48.2129988, 16.3459152 48.2130463, 16.345933 48.2130657, 16.3459839 48.2131215)",79,"{(33182048, 123849573, 0): 130.885, (33182048, 1114680094, 0): 64.846, (3704365814, 1114680094, 0): 70.525, (123849573, 33182047, 0): 135.691, (1114010120, 1114680094, 0): 173.548, (123849573, 33182046, 0): 173.16699999999997, (1114680094, 11, 0): 143.379}",16
33182046,33182043,0,"LINESTRING (16.3471939 48.2141514, 16.3475226 48.2143277, 16.3477361 48.2144423, 16.3479213 48.2145355, 16.3479496 48.2145497, 16.3480086 48.2145794)",79,"{(33182043, 60658958, 0): 84.401, (33182043, 218245323, 0): 171.947, (33182047, 33182046, 0): 112.982, (123849573, 33182046, 0): 179.006}",2
33182043,218245323,0,"LINESTRING (16.3480086 48.2145794, 16.3481738 48.2146941, 16.3484589 48.2147995, 16.3486238 48.214852, 16.3486388 48.2148568, 16.3490047 48.2149747, 16.3491415 48.2150012, 16.3492104 48.2150047, 16.3493244 48.2149967, 16.3493913 48.2149613)",79,"{(33182043, 60658958, 0): 103.65200000000002, (2457060660, 218245323, 0): 99.879, (218245323, 33182040, 0): 122.06099999999999, (33182046, 33182043, 0): 171.947}",85
3704365814,1114680094,0,"LINESTRING (16.3455451 48.2124258, 16.3454777 48.2124628, 16.3454306 48.2125005, 16.3454139 48.2125138, 16.3454011 48.212524)",80,"{(33182048, 1114680094, 0): 121.729, (3704365811, 3704365814, 0): 161.017, (1114680094, 123849573, 0): 70.525, (1114010120, 1114680094, 0): 115.927, (3704365814, 11, 0): 31.332, (1114680094, 11, 0): 72.854}",11
256759895,33144909,0,"LINESTRING (16.3284484 48.2186105, 16.3284346 48.2185182, 16.3281418 48.2165629, 16.3281493 48.2165059)",81,"{(256759894, 256759895, 0): 113.422, (256759895, 247630175, 0): 82.897, (33144914, 33144909, 0): 97.383, (33144909, 33144906, 0): 97.635, (33144909, 33144932, 0): 172.063}",11
33144932,33174084,0,"LINESTRING (16.3282155 48.2152008, 16.3282518 48.2143278)",81,"{(33144928, 33144932, 0): 88.184, (33144932, 33144935, 0): 96.91399999999999, (33174084, 33174083, 0): 89.449, (33174084, 33079240, 0): 176.701, (33144909, 33144932, 0): 179.833}",0
33174084,33079240,0,"LINESTRING (16.3282518 48.2143278, 16.3283131 48.2137115, 16.3283189 48.2136534, 16.3283203 48.213639)",81,"{(264056404, 33079240, 0): 85.40299999999999, (33079240, 33079241, 0): 95.34, (33174084, 33174083, 0): 93.85000000000001, (33144932, 33174084, 0): 176.701, (33079240, 7800238148, 0): 171.365}",0
33079240,7800238148,0,"LINESTRING (16.3283203 48.213639, 16.3283196 48.213626, 16.3283167 48.2135686, 16.3282796 48.2127101, 16.3282437 48.2126126, 16.3281651 48.2124833, 16.3281548 48.2124608, 16.3281527 48.2124478)",81,"{(264056404, 33079240, 0): 103.232, (33079240, 33079241, 0): 82.189, (33079231, 7800238148, 0): 85.11, (7800238148, 33079229, 0): 93.469, (33174084, 33079240, 0): 171.365}",4
685161,2451408746,0,"LINESTRING (16.3434676 48.2160075, 16.3436265 48.2160266, 16.3436983 48.2160412, 16.3437413 48.2160499, 16.3437709 48.2160559)",82,"{(33143752, 685161, 0): 160.99099999999999, (249607807, 2451408746, 0): 116.257, (685161, 2455074401, 0): 22.875, (2451408746, 33144376, 0): 83.602}",7
1114010120,33182063,0,"LINESTRING (16.344126 48.2119157, 16.3441125 48.2119219, 16.3440021 48.2119724)",83,"{(33144282, 33182063, 0): 120.38799999999999, (3710788341, 1114010120, 0): 53.643, (33182063, 33144300, 0): 158.262, (1114010120, 1114680094, 0): 129.38299999999998}",0
25276592,25276591,0,"LINESTRING (16.3310016 48.2108698, 16.331207 48.2107705, 16.3315316 48.2106488, 16.3317489 48.2105673)",84,"{(33079250, 25276592, 0): 164.50400000000002, (25276592, 25280480, 0): 145.71800000000002, (25276594, 25276592, 0): 104.653, (25276591, 33079244, 0): 179.583, (25276591, 25276589, 0): 72.432}",7
25276591,33079244,0,"LINESTRING (16.3317489 48.2105673, 16.3320998 48.2104386, 16.3324407 48.2103071)",84,"{(25276592, 25276591, 0): 179.583, (25267596, 33079244, 0): 73.63499999999999, (33079244, 25280480, 0): 106.395, (25276591, 25276589, 0): 107.985}",1
264056412,33144892,0,"LINESTRING (16.3358084 48.2147278, 16.3358062 48.214743, 16.3357968 48.2148095, 16.3355835 48.2162643)",85,"{(33079197, 264056412, 0): 90.976, (264056412, 264056411, 0): 88.252, (264055534, 33144892, 0): 103.014, (33144892, 33144888, 0): 93.96199999999999}",0
264056411,264056213,0,"LINESTRING (16.3355502 48.2146985, 16.3355544 48.2146836, 16.3355742 48.2146126, 16.3357415 48.2139424, 16.3357535 48.2138943)",86,"{(264056412, 264056411, 0): 80.71799999999999, (264056411, 264056161, 0): 98.644, (264056213, 33079203, 0): 82.85900000000001}",1
264056213,33079203,0,"LINESTRING (16.3357535 48.2138943, 16.3346699 48.2137638)",86,"{(33079202, 33079203, 0): 81.613, (33079203, 264056161, 0): 98.80799999999999, (264056411, 264056213, 0): 82.85900000000001, (33079203, 264056211, 0): 179.38799999999998}",0
33079203,264056211,0,"LINESTRING (16.3346699 48.2137638, 16.3334519 48.2136039)",86,"{(33079206, 264056211, 0): 82.423, (264056211, 264056409, 0): 97.837, (33079202, 33079203, 0): 97.775, (33079203, 264056161, 0): 81.804, (264056213, 33079203, 0): 179.38799999999998}",0
264056406,264055200,0,"LINESTRING (16.3308366 48.2140971, 16.3308346 48.2140787, 16.3308284 48.2140222, 16.3307066 48.2129091)",87,"{(264060498, 264056406, 0): 105.23599999999999, (264056406, 264054981, 0): 85.733, (264055200, 264054982, 0): 92.54700000000001}",0
264055200,264054982,0,"LINESTRING (16.3307066 48.2129091, 16.3299546 48.2129577)",87,"{(291948941, 264054982, 0): 95.01, (264054982, 264054981, 0): 86.788, (264056406, 264055200, 0): 92.54700000000001}",0
17312826,33079252,0,"LINESTRING (16.3280906 48.2101643, 16.3280995 48.2101763, 16.3281341 48.2102232, 16.3284762 48.2106866, 16.3285498 48.2107423)",88,"{(24966959, 17312826, 0): 62.113, (17312826, 378642, 0): 117.968, (24966952, 33079252, 0): 134.314, (33079252, 33079254, 0): 45.409000000000006, (33079252, 33079246, 0): 171.472}",15
33079252,33079246,0,"LINESTRING (16.3285498 48.2107423, 16.3286098 48.210775, 16.3286684 48.2109371, 16.3287314 48.2111221, 16.3287685 48.2111892)",88,"{(33079245, 33079246, 0): 69.639, (33079246, 24966947, 0): 110.20100000000001, (24966952, 33079252, 0): 37.158, (33079252, 33079254, 0): 143.119, (17312826, 33079252, 0): 171.472, (33079246, 33079248, 0): 169.32600000000002}",30
33079246,33079248,0,"LINESTRING (16.3287685 48.2111892, 16.3288018 48.2112901, 16.3288179 48.211346, 16.3288997 48.2116266, 16.3289048 48.211677)",88,"{(33079245, 33079246, 0): 99.687, (33079246, 24966947, 0): 80.473, (33079249, 33079248, 0): 74.355, (33079248, 33079247, 0): 94.16799999999999, (33079252, 33079246, 0): 169.32600000000002, (33079248, 33079229, 0): 178.35199999999998}",9
33079248,33079229,0,"LINESTRING (16.3289048 48.211677, 16.3289399 48.2121631, 16.3289439 48.2122195, 16.3289449 48.2122331)",88,"{(7800238148, 33079229, 0): 104.212, (33079229, 264054984, 0): 78.956, (33079249, 33079248, 0): 107.293, (33079248, 33079247, 0): 84.184, (33079246, 33079248, 0): 178.35199999999998}",0
33079206,33079202,0,"LINESTRING (16.3336442 48.212889, 16.3347337 48.2130147, 16.3348448 48.2130275)",89,"{(24966975, 33079206, 0): 83.584, (33079206, 264056211, 0): 98.475, (33079201, 33079202, 0): 98.602, (33079202, 33079203, 0): 92.227}",0
25267596,33079244,0,"LINESTRING (16.3318878 48.2095855, 16.3318961 48.2095963, 16.331937 48.2096497, 16.3324407 48.2103071)",90,"{(25267596, 25276589, 0): 118.908, (25276591, 33079244, 0): 73.63499999999999, (33079244, 25280480, 0): 179.97, (16614540, 25267596, 0): 61.215}",0
33079244,25280480,0,"LINESTRING (16.3324407 48.2103071, 16.3325398 48.2104363, 16.3326368 48.2105629)",90,"{(25276592, 25280480, 0): 63.212999999999994, (25280480, 25280481, 0): 115.983, (25276591, 33079244, 0): 106.395, (25267596, 33079244, 0): 179.97}",0
25276591,25276589,0,"LINESTRING (16.3317489 48.2105673, 16.3314005 48.2101234, 16.3311282 48.2097764, 16.331084 48.2097201, 16.3310752 48.2097089)",91,"{(25267596, 25276589, 0): 60.478, (25276589, 26972253, 0): 119.44, (25276592, 25276591, 0): 72.432, (25276591, 33079244, 0): 107.985}",0
33079250,33079251,0,"LINESTRING (16.3308223 48.2109024, 16.3303835 48.2103743)",92,"{(24966947, 33079250, 0): 52.111000000000004, (33079250, 25276592, 0): 119.418, (33079251, 24966952, 0): 115.432, (33079250, 33079249, 0): 72.29599999999999, (33079251, 26972253, 0): 176.27499999999998}",0
33079251,26972253,0,"LINESTRING (16.3303835 48.2103743, 16.3300653 48.2099363, 16.3300272 48.2098838, 16.3300176 48.2098706)",92,"{(25276589, 26972253, 0): 62.694, (26972253, 24966959, 0): 117.4, (33079251, 24966952, 0): 68.293, (33079250, 33079251, 0): 176.27499999999998}",0
31673327,2250807664,0,"LINESTRING (16.344842 48.2072743, 16.3448444 48.2072838, 16.3448603 48.2073477, 16.344911 48.2079104, 16.3449359 48.2082444, 16.344902 48.2086289, 16.3448906 48.2088051, 16.3448885 48.2088548, 16.344789 48.2103759, 16.3447876 48.2104261, 16.3447872 48.2104394)",93,"{(31673327, 17312860, 0): 92.672, (31673334, 2250807664, 0): 79.592, (2250807664, 314318424, 0): 104.438, (31673329, 31673327, 0): 88.23100000000001}",11
2383639020,24966942,0,"LINESTRING (16.3262994 48.2121834, 16.3260348 48.2115785)",94,"{(24966938, 24966942, 0): 106.569, (24966942, 33079245, 0): 74.235, (33079247, 2383639020, 0): 98.804, (2383639020, 7490239743, 0): 105.928}",0
60658958,33182040,0,"LINESTRING (16.3482146 48.2140461, 16.3488438 48.2140657, 16.3494553 48.2140848)",95,"{(33182043, 60658958, 0): 109.336, (60658958, 33182042, 0): 73.194, (218245323, 33182040, 0): 87.613, (33182040, 33182039, 0): 92.092}",0
33182041,33182038,0,"LINESTRING (16.3485856 48.2125955, 16.3486387 48.2125971, 16.3494787 48.2126226, 16.349552 48.2126248)",96,"{(33182042, 33182041, 0): 97.45, (33182041, 33174090, 0): 86.185, (33182039, 33182038, 0): 88.994, (33182038, 33182037, 0): 91.322}",0
25267624,33183653,0,"LINESTRING (16.3481702 48.2097299, 16.3481688 48.2097449, 16.3481652 48.2097826, 16.3480692 48.2107961)",97,"{(25267624, 31673331, 0): 85.67299999999999, (33183653, 3704365810, 0): 179.789, (33183653, 33183652, 0): 95.135, (12, 25267624, 0): 104.363}",0
33183653,3704365810,0,"LINESTRING (16.3480692 48.2107961, 16.3479476 48.2120314)",97,"{(33174090, 3704365810, 0): 89.998, (3704365810, 3704365811, 0): 102.20200000000001, (25267624, 33183653, 0): 179.789, (33183653, 33183652, 0): 95.89800000000001}",0
33182076,3704365811,0,"LINESTRING (16.3470321 48.211573, 16.3469506 48.2121523)",98,"{(3704365810, 3704365811, 0): 90.582, (3704365811, 3704365814, 0): 124.123, (31673331, 33182076, 0): 179.45800000000003, (33182076, 33182075, 0): 84.43199999999999}",0
33144360,25267608,0,"LINESTRING (16.3419273 48.2092607, 16.3437385 48.2090078, 16.3438492 48.2089923)",99,"{(2487786197, 33144360, 0): 87.847, (33144360, 33144363, 0): 92.92, (314318424, 25267608, 0): 85.073, (25267608, 17312860, 0): 82.32900000000001}",0
33183653,33183652,0,"LINESTRING (16.3480692 48.2107961, 16.3487548 48.2107928)",100,"{(33174090, 33183652, 0): 95.007, (25267624, 33183653, 0): 95.135, (33183653, 3704365810, 0): 95.89800000000001, (33183652, 12, 0): 95.49300000000001}",0
33344338,33344334,0,"LINESTRING (16.3520656 48.2236873, 16.3533124 48.2234275)",101,"{(33344335, 33344334, 0): 85.053, (33344334, 1381612043, 0): 112.29, (28982561, 33344338, 0): 75.996, (33344338, 251207322, 0): 103.998}",0
33182047,33182046,0,"LINESTRING (16.347284 48.2131666, 16.3472829 48.213179, 16.347278 48.2132318, 16.3471939 48.2141514)",102,"{(33182047, 33182042, 0): 92.934, (33182046, 33182043, 0): 112.982, (123849573, 33182047, 0): 86.524, (123849573, 33182046, 0): 66.024}",0
655032,1371563077,0,"LINESTRING (16.3492475 48.2260964, 16.3492339 48.226036, 16.3491593 48.2257053, 16.3490924 48.2252587, 16.3490903 48.225246, 16.3490877 48.2252309, 16.3490828 48.2252058, 16.3490743 48.2251617)",0,"{(1371563077, 655018, 0): 178.381, (393373, 655032, 0): 84.75300000000001, (378727, 1371563077, 0): 87.427, (1371563077, 394751, 0): 93.994, (655032, 392847, 0): 95.842}",1
33144880,2605251628,0,"LINESTRING (16.3408749 48.2158223, 16.3406941 48.2155095, 16.3405513 48.2152623, 16.3405357 48.2152353, 16.3405086 48.2151822, 16.3405047 48.2151739, 16.3404915 48.215146, 16.3404639 48.2150877)",0,"{(685163, 33144880, 0): 178.258, (2605251628, 33079217, 0): 176.121, (2455074398, 2605251628, 0): 108.028, (2605251628, 2605251576, 0): 120.25, (33144883, 33144880, 0): 65.08}",4
33144928,33144906,0,"LINESTRING (16.3290549 48.2151392, 16.3290443 48.2153033, 16.3290377 48.2154059, 16.3290343 48.2156293, 16.3290341 48.2157997, 16.3290589 48.2159767, 16.3290586 48.2164429, 16.3290586 48.2165037)",24,"{(33144909, 33144906, 0): 90.139, (33144906, 33144904, 0): 89.662, (264056404, 33144928, 0): 175.471, (33144925, 33144928, 0): 97.73499999999999, (33144928, 33144932, 0): 89.499}",2
33345291,1850015446,0,"LINESTRING (16.3386443 48.2275145, 16.3376324 48.2277231, 16.3374496 48.2277629, 16.3372655 48.2278102, 16.3367997 48.2279586, 16.3366794 48.2279832, 16.3365154 48.2280166, 16.3364564 48.2280317)",2,"{(251523470, 33345291, 0): 178.764, (1850015446, 3337813458, 0): 178.365, (1850015446, 33345289, 0): 91.07600000000001, (33345321, 33345291, 0): 104.71}",4
3337813458,64975949,0,"LINESTRING (16.3362963 48.2280864, 16.3353047 48.228294, 16.3351571 48.2283064, 16.3350633 48.2283251)",2,"{(1850015446, 3337813458, 0): 170.988, (64975949, 393375, 0): 179.98999999999998, (64975949, 33345310, 0): 92.19999999999999, (3337813458, 30696018, 0): 162.649}",1
256759891,33242217,0,"LINESTRING (16.3266206 48.2194575, 16.326564 48.2194145, 16.3265563 48.2194086, 16.3265393 48.2193933, 16.3264774 48.2193377, 16.3264452 48.2193164, 16.3264305 48.2193054, 16.3264261 48.2193009, 16.3264148 48.2192895, 16.3264025 48.2192687, 16.3263892 48.2192418, 16.3263729 48.2191891, 16.3263381 48.2190668, 16.3263119 48.2189747, 16.3261857 48.2185309)",2,"{(33144817, 256759891, 0): 169.024, (33242217, 33242197, 0): 179.51, (256759891, 6590910053, 0): 118.654, (33242217, 33143877, 0): 81.59}",31
2285939391,24966938,0,"LINESTRING (16.3255232 48.2131797, 16.3255072 48.2131635, 16.3254832 48.2131399, 16.3254759 48.213135, 16.3254545 48.2131208, 16.3253849 48.2130743, 16.3253311 48.2130328, 16.3252602 48.212961, 16.3251988 48.2128779, 16.3251506 48.2127803, 16.3251317 48.2127104, 16.3251369 48.2126509, 16.3251628 48.2125026, 16.3251925 48.212387, 16.3253329 48.2116633)",2,"{(68228729, 2285939391, 0): 168.692, (24966938, 378630, 0): 179.529, (24966938, 24966942, 0): 107.057, (8074083217, 2285939391, 0): 127.049, (2285939391, 25276596, 0): 59.59}",41
378721,378720,0,"LINESTRING (16.3516278 48.2188901, 16.3515083 48.2188054, 16.3514166 48.218746, 16.351171 48.2185871, 16.3510422 48.2185037, 16.3506642 48.218209, 16.3502286 48.2179399, 16.3498011 48.2177309)",11,"{(378720, 27028195, 0): 165.541, (378720, 75605503, 0): 79.995, (2507395454, 378721, 0): 148.174, (378721, 75605497, 0): 79.226}",11
378700,33144376,0,"LINESTRING (16.3445443 48.2168208, 16.3444029 48.2168233, 16.3442189 48.2168662, 16.3440562 48.2169048, 16.3438086 48.2169548, 16.3437265 48.2169708, 16.3436531 48.2169851)",11,"{(33182070, 378700, 0): 163.256, (33144376, 33144412, 0): 179.53300000000002, (378700, 33144419, 0): 111.484, (2451408746, 33144376, 0): 122.951}",15
33144821,33144826,0,"LINESTRING (16.3392305 48.2176641, 16.3388396 48.2176864, 16.3385519 48.2177103, 16.3382145 48.2177465, 16.3379315 48.2177559, 16.3375506 48.2176912)",11,"{(33143911, 33144821, 0): 175.82, (33144826, 33144831, 0): 179.85000000000002, (685160, 33144821, 0): 74.557, (33144821, 33144583, 0): 107.972, (33144826, 264061926, 0): 92.513}",19
264055536,1630416833,0,"LINESTRING (16.3353567 48.2178882, 16.3352632 48.2179192, 16.3352407 48.2179267, 16.3350057 48.2180349, 16.3347704 48.2181253, 16.3346718 48.2181482, 16.3345724 48.2181654, 16.3343443 48.2181812, 16.3341004 48.2181913, 16.3328375 48.2181453, 16.3325916 48.2181384, 16.3325295 48.2181366, 16.332379 48.2181482)",11,"{(33144831, 264055536, 0): 171.619, (33144774, 1630416833, 0): 77.961, (1630416833, 685167, 0): 100.56400000000001, (264055535, 264055536, 0): 69.224, (264055536, 264055537, 0): 91.78699999999999, (1630416833, 685166, 0): 176.41400000000002}",20
1630416833,685166,0,"LINESTRING (16.332379 48.2181482, 16.3322095 48.218172, 16.331969 48.2182077, 16.3317921 48.218217, 16.3312037 48.2182226, 16.3310171 48.2182096, 16.3308426 48.2181987, 16.3307416 48.2181904)",11,"{(247630175, 685166, 0): 170.088, (685166, 685167, 0): 14.043000000000001, (33144774, 1630416833, 0): 98.453, (1630416833, 685167, 0): 83.02199999999999, (162796582, 685166, 0): 157.216, (264055536, 1630416833, 0): 176.41400000000002}",19
2423397431,33079213,0,"LINESTRING (16.338893 48.2085666, 16.3389143 48.2086097, 16.3389436 48.2086853, 16.3389546 48.2087202, 16.3392404 48.2095438, 16.3392521 48.2095775, 16.3392716 48.2096336, 16.3393777 48.2102245, 16.3393844 48.2102617, 16.3394082 48.2103939)",46,"{(33079213, 2385553146, 0): 71.397, (2423397431, 258358061, 0): 103.864, (33079213, 33079212, 0): 179.65999999999997, (33079214, 33079213, 0): 110.007, (17312861, 2423397431, 0): 87.422}",11
33079213,33079212,0,"LINESTRING (16.3394082 48.2103939, 16.339411 48.21041, 16.3394577 48.2106796, 16.3394971 48.2109406, 16.3395047 48.2109908, 16.3395114 48.2110439, 16.3395165 48.2110844, 16.3395185 48.2111003)",46,"{(33079213, 2385553146, 0): 108.943, (33079212, 33079211, 0): 174.88099999999997, (2487955438, 33079212, 0): 90.066, (2423397431, 33079213, 0): 179.65999999999997, (33079214, 33079213, 0): 69.65299999999999}",2
2455074398,685164,0,"LINESTRING (16.3413063 48.2151315, 16.3413258 48.2151676, 16.3413396 48.215193, 16.3413557 48.2152227, 16.3413774 48.2152634, 16.3419042 48.2162563, 16.3419201 48.2162863, 16.34195 48.2163426)",46,"{(2455074405, 2455074398, 0): 116.878, (2455074398, 2605251628, 0): 120.523, (685163, 685164, 0): 74.39699999999999, (685164, 33143752, 0): 105.288, (33143763, 2455074398, 0): 179.514, (685164, 378699, 0): 179.735}",0
685164,378699,0,"LINESTRING (16.34195 48.2163426, 16.3419993 48.2164344, 16.3422837 48.2169575, 16.3423271 48.217045, 16.3423466 48.2170814, 16.3423632 48.2171123, 16.3423725 48.2171316, 16.3423856 48.217158, 16.3424207 48.2172288)",46,"{(33144412, 378699, 0): 105.383, (378699, 378696, 0): 71.703, (685163, 685164, 0): 105.868, (685164, 33143752, 0): 74.447, (378699, 33144414, 0): 176.867, (2455074398, 685164, 0): 179.735}",1
33345332,1629378075,0,"LINESTRING (16.3488929 48.2230945, 16.3492619 48.2234122, 16.34944 48.2236212, 16.349484 48.2237917, 16.349609 48.2242524, 16.3496426 48.2243837, 16.3496508 48.2244189, 16.3496756 48.2245257)",46,"{(655018, 1629378075, 0): 82.706, (33144414, 33345332, 0): 178.934, (33345332, 33345333, 0): 54.488, (1629378075, 378727, 0): 179.92200000000003, (1629378075, 3963787755, 0): 88.348}",29
1629378075,378727,0,"LINESTRING (16.3496756 48.2245257, 16.3496801 48.2245452, 16.3496867 48.2245739, 16.3496917 48.2245954, 16.3496943 48.2246066, 16.3497683 48.2249252, 16.3497759 48.2249578, 16.3498014 48.2250679)",46,"{(26405238, 378727, 0): 94.76, (378727, 1371563077, 0): 84.285, (655018, 1629378075, 0): 97.21600000000001, (33345332, 1629378075, 0): 179.92200000000003, (378727, 392847, 0): 178.236, (1629378075, 3963787755, 0): 91.72999999999999}",0
378727,392847,0,"LINESTRING (16.3498014 48.2250679, 16.3498142 48.2251321, 16.3499112 48.2255281, 16.3499815 48.2258915, 16.3499898 48.2259342, 16.3500044 48.2260095)",46,"{(392847, 26405240, 0): 94.973, (26405238, 378727, 0): 87.004, (378727, 1371563077, 0): 93.951, (1629378075, 378727, 0): 178.236, (655032, 392847, 0): 85.56400000000001}",0
28982569,1381612052,0,"LINESTRING (16.3545198 48.224962, 16.3544831 48.2249176, 16.3542849 48.2247147, 16.3541482 48.2245833, 16.3541122 48.2245311, 16.354067 48.2244517)",1,"{(1381612052, 1381612048, 0): 178.93900000000002, (1381612052, 33344336, 0): 112.301, (28982564, 28982569, 0): 69.111}",8
2507395454,378721,0,"LINESTRING (16.3525928 48.2209994, 16.3525274 48.2208533, 16.3524708 48.220727, 16.352355 48.2204801, 16.3520363 48.2197548, 16.3519614 48.2196033, 16.3519115 48.2195029, 16.3517962 48.2192857, 16.3517251 48.2191237, 16.351703 48.2190686, 16.3516278 48.2188901)",1,"{(2507395450, 2507395454, 0): 179.916, (33345324, 2507395454, 0): 77.20100000000001, (378721, 378720, 0): 148.174, (378721, 75605497, 0): 178.29}",1
378721,75605497,0,"LINESTRING (16.3516278 48.2188901, 16.3515584 48.2187382, 16.3515004 48.2185928, 16.3514411 48.2184278, 16.351368 48.2179014)",1,"{(75605497, 33182055, 0): 179.776, (75605497, 75605503, 0): 97.26100000000001, (378721, 378720, 0): 79.226, (2507395454, 378721, 0): 178.29}",12
33182054,2457966745,0,"LINESTRING (16.3510587 48.2158281, 16.351025 48.2155859, 16.3509649 48.215154, 16.3509563 48.2150982, 16.3509505 48.2150603, 16.3509483 48.2150445, 16.350947 48.2150354, 16.3509631 48.2149971, 16.3509774 48.2149665, 16.3509955 48.2149257)",1,"{(33182055, 33182054, 0): 179.63600000000002, (2457966745, 2457060660, 0): 112.133, (33182054, 33182053, 0): 88.01899999999999}",22
287914700,30696018,0,"LINESTRING (16.3351046 48.2287889, 16.3352382 48.2287603, 16.3352583 48.2287542, 16.3353801 48.2287289, 16.3360546 48.2285337, 16.336408 48.2284357, 16.3365953 48.2283808, 16.3367735 48.2283379)",1,"{(60957703, 287914700, 0): 169.059, (3337813458, 30696018, 0): 73.925, (30696018, 33345321, 0): 177.82999999999998, (287914700, 393375, 0): 95.833}",2
3337813458,30696018,0,"LINESTRING (16.3362963 48.2280864, 16.3364162 48.228098, 16.3364331 48.2280996, 16.3364815 48.228108, 16.3365302 48.2281249, 16.3365477 48.228131, 16.3365684 48.2281423, 16.3366122 48.2281661, 16.3367315 48.228264, 16.3367735 48.2283379)",103,"{(1850015446, 3337813458, 0): 26.363, (3337813458, 64975949, 0): 162.649, (287914700, 30696018, 0): 73.925, (30696018, 33345321, 0): 108.245}",61
